HouseID,Area,Bedrooms,Bathrooms,Floors,Age,Garage,Neighborhood,Condition,DistanceToCity,HasGarden,MonthlyHOAFee,SalePrice,InspectionCode
1135,1967.0,2,3,2,9.0,Yes,Riverside,Fair,29.46,Yes,4681.0,2107139,INSP1106
1136,1752.0,3,2,2,35.0,Yes,Downtown,Good,3.82,Yes,5358.0,2213287,INSP1097
1137,2627.0,3,2,3,7.0,Yes,Hillview,Excellent,9.79,Yes,889.0,2365936,INSP1229
1138,,1,4,2,19.0,Yes,Hillview,Fair,19.51,Yes,5799.0,1895535,INSP1256
1139,2095.0,5,2,1,,Yes,Riverside,Fair,11.15,Yes,1218.0,2282481,INSP1042
1140,3734.0,4,1,2,49.0,,Hillview,Fair,27.92,No,,1349102,INSP1241
1141,1762.0,2,2,1,13.0,No,Downtown,Fair,2.9,No,5178.0,1665984,INSP1041
1142,2122.0,1,4,2,49.0,Yes,Suburb,Good,16.93,Yes,620.0,1473319,INSP1094
1143,3240.0,1,2,3,27.0,No,Riverside,Good,18.14,Yes,3152.0,1798427,INSP1253
1144,991.0,2,1,1,45.0,No,Suburb,Fair,19.93,No,2803.0,139316,INSP1187
1145,2298.0,4,1,2,23.0,No,Suburb,Fair,8.41,Yes,5361.0,1824952,INSP1166
1146,1018.0,1,1,2,14.0,Yes,Suburb,Fair,11.57,Yes,3411.0,1215425,INSP1270
1147,2936.0,1,4,2,21.0,Yes,Downtown,Excellent,25.47,No,1299.0,2263447,INSP1124
1148,978.0,5,4,1,29.0,No,Suburb,Fair,6.65,No,3880.0,2304769,INSP1160
1149,2396.0,4,3,1,3.0,Yes,Downtown,Excellent,24.98,No,2606.0,2819428,INSP1086
1150,4161.0,1,4,1,12.0,Yes,Riverside,Good,17.32,Yes,5617.0,2307497,INSP1225
1151,2878.0,4,1,3,22.0,No,Downtown,Fair,23.1,Yes,1609.0,2256389,INSP1144
1152,3665.0,2,1,3,7.0,No,Downtown,Excellent,21.69,No,1750.0,2195247,INSP1247
1153,2688.0,3,4,1,17.0,Yes,Suburb,Good,7.02,Yes,3140.0,2455978,INSP1005
1154,3699.0,1,2,2,11.0,Yes,Suburb,Good,17.5,Yes,2149.0,1928741,INSP1030
1155,2782.0,5,4,3,30.0,Yes,Hillview,Excellent,26.16,Yes,1845.0,2760480,INSP1196
1156,800.0,2,4,1,13.0,No,Suburb,Poor,13.53,Yes,3456.0,1263373,INSP1231
1157,2463.0,4,1,2,33.0,No,Suburb,Poor,29.03,No,5937.0,1042690,INSP1295
1158,,2,3,3,17.0,Yes,Hillview,Good,14.11,No,2946.0,1925530,INSP1134
1159,3577.0,1,1,2,33.0,Yes,Suburb,Fair,5.14,No,5494.0,847607,INSP1012
1160,,4,3,2,10.0,No,Downtown,Fair,12.29,Yes,3864.0,2941709,INSP1003
1161,3719.0,3,1,2,40.0,Yes,Suburb,Poor,28.6,Yes,984.0,1365560,INSP1177
1162,1102.0,2,4,2,11.0,Yes,Hillview,Poor,10.27,Yes,1302.0,1450179,INSP1233
1163,,1,1,3,48.0,No,Suburb,Good,26.17,Yes,2215.0,907629,INSP1258
1164,4245.0,5,1,3,14.0,,Suburb,Fair,26.56,No,2415.0,2529062,INSP1139
1165,2351.0,4,1,3,30.0,Yes,Downtown,Good,11.16,Yes,3983.0,2584225,INSP1064
1166,1404.0,2,4,1,48.0,Yes,Downtown,Good,3.41,Yes,2257.0,1667795,INSP1282
1167,2746.0,2,4,3,28.0,Yes,Suburb,Good,22.01,Yes,2309.0,2323088,INSP1204
1168,3331.0,3,4,2,25.0,No,Suburb,Poor,10.03,No,,1838469,INSP1016
1169,2495.0,3,4,3,17.0,Yes,Downtown,Good,23.7,Yes,3725.0,2882585,INSP1199
1170,3373.0,5,3,2,31.0,No,Hillview,Poor,13.84,Yes,3995.0,2278701,INSP1031
1171,2170.0,5,3,1,21.0,Yes,Riverside,Good,15.07,Yes,2820.0,2591045,INSP1211
1172,1560.0,1,2,2,37.0,Yes,Suburb,Excellent,23.56,No,2170.0,1212468,INSP1272
1173,4410.0,1,4,2,16.0,Yes,Hillview,Good,12.09,Yes,5115.0,2202626,INSP1289
1174,3260.0,5,3,2,,Yes,Downtown,Good,13.85,No,1651.0,2794343,INSP1290
1175,2085.0,5,1,1,23.0,Yes,Suburb,Good,11.91,No,5992.0,2275811,INSP1233
1176,3290.0,4,4,3,49.0,Yes,Riverside,Good,11.65,Yes,5247.0,2653193,INSP1181
1177,4440.0,3,2,3,7.0,Yes,Hillview,Excellent,16.25,No,2723.0,2473275,INSP1145
1178,1628.0,1,2,1,40.0,Yes,Riverside,Excellent,24.46,Yes,3167.0,1185680,INSP1049
1179,3889.0,3,2,2,5.0,No,Suburb,Fair,11.49,No,710.0,2128505,INSP1102
1180,1102.0,3,1,3,4.0,Yes,Hillview,Good,16.2,Yes,2994.0,1798769,INSP1032
1181,3414.0,5,3,1,,No,Downtown,Excellent,20.45,Yes,5181.0,2833980,INSP1088
1182,997.0,4,1,3,28.0,Yes,Hillview,Excellent,8.81,Yes,4762.0,1830386,INSP1240
1183,1470.0,2,4,1,27.0,Yes,Hillview,Good,9.05,Yes,3007.0,1683492,INSP1265
1184,3442.0,4,2,2,10.0,Yes,Downtown,Good,28.07,No,3463.0,2621110,INSP1222
1185,992.0,4,1,3,0.0,Yes,Riverside,Fair,21.98,Yes,3928.0,2413543,INSP1235
1186,806.0,3,1,1,42.0,Yes,Downtown,Excellent,17.74,No,3875.0,1557908,INSP1152
1187,1638.0,4,3,3,18.0,No,Suburb,Fair,19.78,Yes,5852.0,2214923,INSP1056
1188,2481.0,1,3,3,8.0,No,Suburb,Good,1.85,No,,1848613,INSP1111
1189,4225.0,3,2,3,26.0,Yes,Suburb,Fair,18.92,Yes,5801.0,2152151,INSP1014
1190,3539.0,1,1,3,33.0,Yes,Hillview,Fair,15.78,Yes,4205.0,1247311,INSP1268
1191,2084.0,2,1,1,43.0,No,Riverside,Good,16.83,Yes,3905.0,1061407,INSP1113
1192,4362.0,3,3,2,3.0,Yes,Suburb,Excellent,11.42,No,4538.0,2978406,INSP1251
1193,4246.0,2,1,1,35.0,No,Hillview,Poor,3.36,Yes,1552.0,1430071,INSP1141
1194,1463.0,3,1,1,17.0,No,Hillview,Good,6.61,Yes,,1494142,INSP1113
1195,,5,1,1,14.0,No,Downtown,Poor,28.57,Yes,3388.0,2321711,INSP1289
1196,3912.0,4,3,2,12.0,Yes,Hillview,Fair,12.85,No,1187.0,2392691,INSP1024
1197,1163.0,5,2,3,18.0,Yes,Downtown,Good,14.53,Yes,829.0,2743195,INSP1254
1198,1620.0,2,4,3,48.0,Yes,Hillview,Good,2.53,No,2246.0,1639004,INSP1267
1199,695.0,4,2,3,5.0,Yes,Suburb,Fair,2.09,Yes,1707.0,2390916,INSP1125
1200,2523.0,3,4,2,47.0,No,Downtown,Fair,21.8,No,2642.0,1839296,INSP1249
1201,2357.0,4,1,3,11.0,Yes,Suburb,Poor,16.6,No,1284.0,1982725,INSP1286
1202,3132.0,1,2,2,36.0,Yes,Riverside,Fair,15.75,Yes,3196.0,1365859,INSP1052
1203,4078.0,4,4,3,16.0,No,Suburb,Excellent,8.05,Yes,4320.0,3167744,INSP1042
1204,2878.0,1,3,3,22.0,No,Downtown,Excellent,22.6,Yes,5536.0,2178068,INSP1165
1205,3396.0,4,3,1,25.0,No,Suburb,Fair,5.88,Yes,5884.0,1983284,INSP1041
1206,2278.0,1,2,2,28.0,No,Hillview,Good,6.51,Yes,4218.0,1554634,INSP1175
1207,3842.0,2,2,1,32.0,Yes,Suburb,Excellent,14.36,No,3193.0,1829687,INSP1066
1208,1140.0,5,1,1,26.0,Yes,Downtown,Poor,9.3,Yes,1125.0,1799944,INSP1065
1209,1659.0,3,2,1,24.0,No,Suburb,Excellent,8.18,No,4734.0,1721634,INSP1082
1210,3172.0,4,1,2,9.0,Yes,Downtown,Excellent,19.71,Yes,,2842326,INSP1104
1211,1783.0,5,1,2,46.0,Yes,Hillview,Poor,19.88,No,1261.0,1338455,INSP1286
1212,2322.0,3,3,3,22.0,Yes,Hillview,Fair,24.91,Yes,4479.0,2068988,INSP1185
1213,3914.0,3,3,1,20.0,Yes,Suburb,Excellent,13.11,Yes,4029.0,2709986,INSP1283
1214,3757.0,1,4,3,20.0,No,Suburb,Good,3.12,Yes,2055.0,2254141,INSP1003
1215,,2,3,1,42.0,Yes,Riverside,Poor,8.94,Yes,4133.0,1624843,INSP1137
1216,3225.0,2,3,2,12.0,Yes,Suburb,Fair,29.42,Yes,1175.0,1869546,INSP1178
1217,3329.0,5,2,2,36.0,Yes,Hillview,Good,18.29,No,4687.0,2519193,INSP1236
1218,3204.0,2,3,2,32.0,Yes,Riverside,Good,21.58,No,5688.0,1687140,INSP1017
1219,2197.0,4,4,1,23.0,Yes,Riverside,Good,1.21,Yes,536.0,2862257,INSP1008
1220,3660.0,2,2,2,43.0,Yes,Suburb,Excellent,16.03,Yes,4336.0,1912103,INSP1028
1221,3293.0,5,4,1,10.0,No,Suburb,Fair,2.09,Yes,2287.0,3063382,INSP1143
1222,1395.0,2,3,3,16.0,Yes,Hillview,Good,17.51,Yes,3227.0,1679871,INSP1148
1223,1651.0,4,4,1,3.0,Yes,Suburb,Good,27.7,Yes,5797.0,2174129,INSP1063
1224,2243.0,1,2,3,46.0,Yes,Riverside,Good,29.08,No,4380.0,1149063,INSP1186
1225,4227.0,5,1,1,,Yes,Downtown,Fair,16.68,No,2394.0,2674844,INSP1226
1226,1963.0,1,4,3,29.0,Yes,Riverside,Excellent,14.29,No,636.0,2254429,INSP1117
1227,4469.0,1,4,2,8.0,,Suburb,Excellent,28.41,Yes,3576.0,1981715,INSP1253
1228,2581.0,1,2,3,20.0,Yes,Downtown,Good,20.53,No,5567.0,1999834,INSP1030
1229,1954.0,3,2,2,19.0,No,Downtown,Good,2.88,No,4383.0,2525632,INSP1160
1230,2263.0,3,4,2,18.0,Yes,Riverside,Fair,14.51,Yes,1161.0,2387025,INSP1214
1231,2129.0,1,3,3,18.0,Yes,Riverside,Good,7.97,Yes,2310.0,1864028,INSP1168
1232,2638.0,5,4,1,11.0,Yes,Suburb,Good,14.62,No,914.0,2782493,INSP1080
1233,4019.0,4,2,1,36.0,No,Downtown,Good,14.21,Yes,842.0,2440370,INSP1045
1234,2096.0,4,1,1,41.0,Yes,Riverside,Excellent,17.88,Yes,3229.0,2071648,INSP1048
1235,3902.0,2,1,1,16.0,Yes,Downtown,Good,11.35,Yes,3950.0,2151400,INSP1297
1236,2837.0,5,3,1,36.0,Yes,Suburb,Good,5.76,No,4165.0,2765539,INSP1282
1237,3896.0,3,4,2,47.0,Yes,Downtown,Good,15.61,Yes,4237.0,2525950,INSP1087
1238,2008.0,1,1,1,38.0,Yes,Downtown,Fair,25.08,No,4397.0,678359,INSP1120
1239,2000.0,2,4,2,27.0,Yes,Downtown,Good,20.26,No,4741.0,2318106,INSP1002
1240,1906.0,4,2,2,,Yes,Suburb,Fair,10.81,No,4918.0,1449736,INSP1226
1241,3280.0,3,1,2,34.0,Yes,Downtown,Good,28.13,Yes,2669.0,1979830,INSP1078
1242,,3,3,3,46.0,Yes,Suburb,Good,27.45,No,5871.0,2333402,INSP1144
1243,1572.0,1,2,3,47.0,No,Suburb,Good,7.07,Yes,2378.0,1071103,INSP1241
1244,2368.0,4,3,2,17.0,No,Suburb,Good,2.14,Yes,4470.0,2312024,INSP1031
1245,1882.0,5,2,3,13.0,No,Suburb,Good,22.5,Yes,5196.0,2296650,INSP1262
1246,4030.0,3,1,1,34.0,Yes,Hillview,Fair,25.0,Yes,5070.0,1514779,INSP1210
1247,1309.0,1,3,1,43.0,Yes,Downtown,Excellent,29.07,No,3117.0,1367667,INSP1070
1248,2079.0,5,3,2,40.0,Yes,Suburb,Fair,26.81,Yes,2015.0,2231409,INSP1196
1249,2034.0,4,2,1,6.0,Yes,Downtown,Fair,18.42,Yes,1074.0,2321953,INSP1057
1250,1248.0,3,3,2,40.0,Yes,Downtown,Good,16.37,Yes,4942.0,2362222,INSP1111
1251,917.0,5,2,2,12.0,Yes,Suburb,Fair,1.81,No,3367.0,2370677,INSP1047
1252,,5,2,1,17.0,Yes,Suburb,Poor,8.15,No,4044.0,2625409,INSP1184
1253,3896.0,5,2,3,36.0,Yes,Hillview,Good,14.33,No,4977.0,2420107,INSP1164
1254,4490.0,3,2,1,12.0,No,Suburb,Good,19.23,Yes,5899.0,2328707,INSP1214
1255,1857.0,3,1,1,35.0,Yes,Hillview,Good,17.16,Yes,571.0,1318302,INSP1120
1256,1283.0,2,2,2,30.0,Yes,Downtown,Excellent,22.54,No,,1804472,INSP1212
1257,1263.0,4,4,2,1.0,Yes,Downtown,Good,9.11,Yes,3937.0,2978724,INSP1040
1258,2598.0,1,3,2,15.0,Yes,Downtown,Excellent,17.38,Yes,3480.0,2157400,INSP1288
1259,4498.0,5,4,2,8.0,Yes,Downtown,Fair,3.56,No,1617.0,3813470,INSP1167
1260,4045.0,2,1,3,8.0,No,Suburb,Good,13.0,Yes,5992.0,1900558,INSP1033
1261,,1,4,3,37.0,,Riverside,Excellent,22.75,No,2886.0,1888416,INSP1274
1262,2231.0,2,3,3,10.0,Yes,Downtown,Good,21.11,Yes,4008.0,2328452,INSP1196
1263,2095.0,3,4,2,21.0,No,Hillview,Good,29.73,Yes,1859.0,1903992,INSP1190
1264,3904.0,5,1,2,32.0,No,Hillview,Good,9.06,Yes,5259.0,2168464,INSP1220
1265,4363.0,1,2,2,35.0,No,Suburb,Poor,15.45,Yes,2015.0,1175941,INSP1009
1266,1736.0,1,4,3,44.0,No,Downtown,Good,10.56,No,539.0,1678334,INSP1119
1267,2453.0,1,1,2,22.0,Yes,Downtown,Good,13.78,No,1882.0,1313237,INSP1122
1268,2120.0,1,1,1,44.0,Yes,Downtown,Excellent,25.85,Yes,2530.0,1065181,INSP1246
