,transform_num__Area,transform_num__Age,transform__Garage_Yes,transform_cat__Neighborhood_Hillview,transform_cat__Neighborhood_Riverside,transform_cat__Neighborhood_Suburb,transform_cat__Condition_Fair,transform_cat__Condition_Good,transform_cat__Condition_Poor,transform_cat__HasGarden_Yes,remainder__DistanceToCity,remainder__Rooms,SalePrice
20,2285.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.46,6.0,2837611
21,3980.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.82,7.0,3081041
22,1369.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.43,4.0,1772088
23,2991.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.94,5.0,2023819
24,2115.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,22.56,4.0,1333487
25,4085.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,21.98,7.0,2658618
26,3453.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.95,5.0,2259275
27,3033.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.25,3.0,1105740
28,1815.0,31.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.49,3.0,1446056
29,1555.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.73,5.0,2016777
30,2924.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.22,6.0,2217942
31,1784.0,21.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.8,5.0,1791932
32,1059.0,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.39,5.0,1674410
33,3985.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.18,4.0,2456323
34,2506.75,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.81,8.0,2286365
35,2900.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.61,6.0,1987760
36,3367.5,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.62,5.0,3993458
37,3504.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.12,2.0,2132199
38,4232.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.53,4.0,3009116
39,1074.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.15,7.0,2110246
40,1682.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.58,6.0,1900543
41,3158.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.26,6.0,1588435
42,10882.5,34.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.85,7.0,5096794
43,2647.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.28,4.0,2014180
44,4147.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.29,8.0,2925680
45,3347.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.95,6.0,1142120
46,1575.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.73,6.0,1471008
47,2406.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.25,4.0,2111705
48,789.0,49.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,18.21,6.0,1166254
49,3605.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.09,7.0,3138768
50,3334.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.37,7.0,2659707
51,3605.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.13,4.0,1368601
52,1162.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.64,5.0,2557363
53,2499.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.28,4.0,2257210
54,4238.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.85,5.0,2091377
55,1867.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.62,5.0,2129904
56,3479.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.93,6.0,2475403
57,2128.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.22,5.0,2057351
58,3802.0,35.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.23,2.0,1270868
59,4156.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,19.64,7.0,2363395
60,4490.0,36.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,23.7,9.0,2709819
61,1246.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,28.19,8.0,2483079
62,2668.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.07,4.0,1855886
63,3488.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.52,4.0,2139773
64,2814.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.06,4.0,2103445
65,1897.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.42,5.0,678228
66,2506.75,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.07,6.0,2475517
67,1200.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1,7.0,2468537
68,2963.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.4,7.0,2621509
69,2661.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.67,5.0,2978778
70,841.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.68,8.0,2683687
71,2641.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,19.86,4.0,1428178
72,3424.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,7.0,3651468
73,4017.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,28.49,4.0,1148808
74,2506.75,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.5,7.0,2536104
75,3545.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.78,6.0,2516292
76,1963.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.67,4.0,2380256
77,2739.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.49,3.0,1608713
78,1990.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.4,7.0,3061609
79,3603.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.58,5.0,2763470
80,2078.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.63,7.0,2219894
81,4099.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.17,2.0,1977838
82,3156.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.41,6.0,2318363
83,1375.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.29,5.0,1582276
84,634.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.45,7.0,2136711
85,2853.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.63,9.0,3044224
86,3752.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.83,6.0,2694752
87,2555.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.39,7.0,1950938
88,2185.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.16,5.0,1737772
89,4059.0,44.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21.51,5.0,1869450
90,3673.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.52,7.0,2305528
91,1621.0,33.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.63,7.0,2378321
92,4061.0,44.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.07,7.0,2711714
93,8032.5,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.22,4.0,3004434
94,1729.0,37.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.52,7.0,2209525
95,4443.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.59,3.0,2554866
96,4493.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.64,6.0,2585948
97,2100.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.32,7.0,2731728
98,1302.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.78,2.0,1377098
99,3049.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27.43,6.0,2327890
100,3377.0,41.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.07,3.0,1422903
101,2179.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.06,6.0,2153536
102,761.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.98,6.0,2006935
103,801.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.45,3.0,684742
104,2581.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.68,4.0,2168091
105,1595.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.87,4.0,1146130
106,2917.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26.14,9.0,2766918
107,1415.0,46.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.93,6.0,1788543
108,3942.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.67,2.0,1462978
109,1055.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.75,6.0,1959217
110,4133.0,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.78,3.0,1447164
111,4398.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.47,4.0,2439279
112,1875.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.95,5.0,1870520
113,1616.0,22.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.59,6.0,1790625
114,4373.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.84,4.0,2590159
115,2943.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13,3.0,1896228
116,2506.75,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,21.88,5.0,1925457
117,3367.0,38.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,5.0,1506496
118,4420.0,38.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.45,3.0,1549847
119,937.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,6.0,2718798
120,2506.75,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.79,6.0,2227586
121,1676.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.52,5.0,1484210
122,1391.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.61,5.0,2238213
123,2864.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.95,5.0,2139125
124,1363.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.97,6.0,1320545
125,2506.75,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,20.24,9.0,3008295
126,979.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.25,6.0,1396348
127,2506.75,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.25,7.0,2342875
128,2506.75,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.49,4.0,2331914
129,1780.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.69,6.0,2029554
130,2662.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.54,6.0,2441171
131,4484.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,29.27,7.0,2171757
132,2506.75,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.43,8.0,2365258
133,3168.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,15.53,4.0,1894281
134,1967.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,29.46,5.0,2107139
135,1752.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.82,5.0,2213287
136,2627.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.79,5.0,2365936
137,2506.75,19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.51,5.0,1895535
138,2095.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.15,7.0,2282481
139,3734.0,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.92,5.0,1349102
140,1762.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.9,4.0,1665984
141,2122.0,49.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,16.93,5.0,1473319
142,3240.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,18.14,3.0,1798427
143,991.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.93,3.0,139316
144,2298.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.41,5.0,1824952
145,1018.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.57,2.0,1215425
146,2936.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.47,5.0,2263447
147,978.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.65,9.0,2304769
148,2396.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.98,7.0,2819428
149,4161.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.32,5.0,2307497
150,2878.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.1,5.0,2256389
151,3665.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,3.0,2195247
152,2688.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.02,7.0,2455978
153,3699.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.5,3.0,1928741
154,2782.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.16,9.0,2760480
155,800.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.53,6.0,1263373
156,2463.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.03,5.0,1042690
157,2506.75,17.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.11,5.0,1925530
158,3577.0,33.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.14,2.0,847607
159,2506.75,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.29,7.0,2941709
160,3719.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.6,4.0,1365560
161,1102.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.27,6.0,1450179
162,2506.75,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.17,2.0,907629
163,4245.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.56,6.0,2529062
164,2351.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.16,5.0,2584225
165,1404.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.41,6.0,1667795
166,2746.0,28.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.01,6.0,2323088
167,3331.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.03,7.0,1838469
168,2495.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.7,7.0,2882585
169,3373.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13.84,8.0,2278701
170,2170.0,21.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.07,8.0,2591045
171,1560.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.56,3.0,1212468
172,4410.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.09,5.0,2202626
173,3260.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.85,8.0,2794343
174,2085.0,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.91,6.0,2275811
175,3290.0,49.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11.65,8.0,2653193
176,4440.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,5.0,2473275
177,1628.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.46,3.0,1185680
178,3889.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.49,5.0,2128505
179,1102.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,16.2,4.0,1798769
180,3414.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.45,8.0,2833980
181,997.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.81,5.0,1830386
182,1470.0,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.05,6.0,1683492
183,3442.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.07,6.0,2621110
184,992.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,21.98,5.0,2413543
185,806.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,4.0,1557908
186,1638.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.78,7.0,2214923
187,2481.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.85,4.0,1848613
188,4225.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.92,5.0,2152151
189,3539.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.78,2.0,1247311
190,2084.0,43.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.83,3.0,1061407
191,4362.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.42,6.0,2978406
192,4246.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.36,3.0,1430071
193,1463.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.61,4.0,1494142
194,2506.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.57,6.0,2321711
195,3912.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.85,7.0,2392691
196,1163.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.53,7.0,2743195
197,1620.0,48.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.53,6.0,1639004
198,695.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.09,6.0,2390916
199,2523.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.8,7.0,1839296
200,2357.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.6,5.0,1982725
201,3132.0,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,15.75,3.0,1365859
202,4078.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.05,8.0,3167744
203,2878.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.6,4.0,2178068
204,3396.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.88,7.0,1983284
205,2278.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.51,3.0,1554634
206,3842.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.36,4.0,1829687
207,1140.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.3,6.0,1799944
208,1659.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.18,5.0,1721634
209,3172.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.71,5.0,2842326
210,1783.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.88,6.0,1338455
211,2322.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.91,6.0,2068988
212,3914.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.11,6.0,2709986
213,3757.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.12,5.0,2254141
214,2506.75,42.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.94,5.0,1624843
215,3225.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.42,5.0,1869546
216,3329.0,36.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.29,7.0,2519193
217,3204.0,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.58,5.0,1687140
218,2197.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.21,8.0,2862257
219,3660.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.03,4.0,1912103
220,3293.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.09,9.0,3063382
221,1395.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17.51,5.0,1679871
222,1651.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27.7,8.0,2174129
223,2243.0,46.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.08,3.0,1149063
224,4227.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.68,6.0,2674844
225,1963.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.29,5.0,2254429
226,4469.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.41,5.0,1981715
227,2581.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.53,3.0,1999834
228,1954.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.88,5.0,2525632
229,2263.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,14.51,7.0,2387025
230,2129.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.97,4.0,1864028
231,2638.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14.62,9.0,2782493
232,4019.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.21,6.0,2440370
233,2096.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17.88,5.0,2071648
234,3902.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.35,3.0,2151400
235,2837.0,36.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.76,8.0,2765539
236,3896.0,47.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.61,7.0,2525950
237,2008.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.08,2.0,678359
238,2000.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.26,6.0,2318106
239,1906.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.81,6.0,1449736
240,3280.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.13,4.0,1979830
241,2506.75,46.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.45,6.0,2333402
242,1572.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.07,3.0,1071103
243,2368.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.14,7.0,2312024
244,1882.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.5,7.0,2296650
245,4030.0,34.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,4.0,1514779
246,1309.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07,4.0,1367667
247,2079.0,40.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.81,8.0,2231409
