MessageID,Message,Label,CharacterCount,WordCount,HasURL,HasNumber,UppercaseRatio
10124,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
11712,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10495,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11196,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10494,WINNER! Your number has been selected for a fantastic cash prize.,spam,65.0,11.0,0,0,0.1320754716981132
10411,Please remember to buy milk on your way home. See you tomorrow.,ham,63.0,12.0,0,0,0.04
10712,I have attached the document we discussed. Take care.,ham,53.0,9.0,0,0,0.046511627906976744
10752,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11133,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
10453,Can you send me the notes from yesterday's meeting? Have a good day.,ham,68.0,13.0,0,0,0.03773584905660377
11618,URGENT! You have been selected for a cash reward. Click the link to claim. http://free-reward.example,spam,101.0,15.0,1,0,0.10126582278481013
10029,Please remember to buy milk on your way home. Thanks!,ham,53.0,10.0,0,0,0.047619047619047616
11591,Let me know when you arrive. See you soon.,ham,42.0,9.0,0,0,0.0625
10383,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10350,"Hey, are we still meeting for lunch today? Talk to you later.",ham,61.0,12.0,0,0,0.0425531914893617
11699,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11523,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10056,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
11116,Thanks for helping me with the project yesterday. Thanks for letting me know.,ham,77.0,13.0,0,0,0.031746031746031744
11455,Let me know when you arrive. Take care.,ham,39.0,8.0,0,0,0.06666666666666667
11959,Are you free this weekend? We could watch a movie. Have a good day.,ham,67.0,14.0,0,0,0.058823529411764705
10611,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11624,Can you send me the notes from yesterday's meeting? Talk to you later.,ham,70.0,13.0,0,0,0.03636363636363636
11560,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10572,Let me know when you arrive. See you soon.,ham,42.0,9.0,0,0,0.0625
11364,Exclusive offer! Get a FREE gift today. Limited time only.,spam,58.0,10.0,0,0,0.15217391304347827
10865,You are eligible for a special reward. Visit the link immediately. Act immediately,spam,82.0,13.0,0,0,0.04411764705882353
11572,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11270,I will reach home around 7 tonight.,ham,35.0,,0,1,0.037037037037037035
10210,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11242,Congratulations! You have won a free prize. Claim your reward now! Call 9876543210,spam,82.0,13.0,0,1,0.07017543859649122
10231,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
11466,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11944,I will reach home around 7 tonight. Have a good day.,ham,52.0,11.0,0,1,0.05128205128205128
11871,Can you send me the notes from yesterday's meeting? See you soon.,ham,65.0,12.0,0,0,0.0392156862745098
11551,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11457,Can you send me the notes from yesterday's meeting? Thanks!,ham,59.0,10.0,0,0,0.0425531914893617
11460,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10305,Let me know when you arrive. Thanks!,ham,36.0,7.0,0,0,0.07142857142857142
11120,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10211,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10070,URGENT! You have been selected for a cash reward. Click the link to claim.,spam,74.0,14.0,0,0,0.13793103448275862
10111,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10422,Congratulations! You have won a free prize. Claim your reward now!,spam,66.0,11.0,0,0,0.05660377358490566
11652,,ham,,8.0,0,0,0.02564102564102564
10316,,ham,53.0,10.0,0,0,0.04878048780487805
11672,"Hey, are we still meeting for lunch today? Thanks for letting me know.",ham,70.0,13.0,0,0,0.03636363636363636
11660,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11556,Please remember to buy milk on your way home. Thanks for letting me know.,ham,73.0,14.0,0,0,0.034482758620689655
10297,Let me know when you arrive. Thanks for letting me know.,ham,56.0,11.0,0,0,0.045454545454545456
10943,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11492,I will reach home around 7 tonight. Have a good day.,ham,52.0,11.0,0,1,0.05128205128205128
10344,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11289,URGENT! You have been selected for a cash reward. Click the link to claim. http://free-reward.example,spam,101.0,15.0,1,0,0.10126582278481013
10561,Let me know when you arrive. See you tomorrow.,ham,46.0,9.0,0,0,0.05555555555555555
11288,Exclusive offer! Get a FREE gift today. Limited time only. Click now!,spam,69.0,12.0,0,0,0.14814814814814814
11412,Exclusive offer! Get a FREE gift today. Limited time only. Act immediately,spam,74.0,12.0,0,0,0.13333333333333333
10298,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
11067,You have WON a guaranteed prize. Call now to receive your money. Reply YES to claim,spam,83.0,16.0,0,0,0.13636363636363635
10922,,ham,50.0,10.0,0,0,0.05128205128205128
10471,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11290,Congratulations winner! Claim your cash bonus before it expires. Visit http://claim-now.example,spam,95.0,11.0,1,0,0.038461538461538464
11731,Congratulations on your promotion! See you at the office tomorrow.,ham,66.0,10.0,0,0,0.02857142857142857
11562,Limited offer! Get 70% OFF today. Click here before the offer expires. Act immediately,spam,86.0,14.0,0,1,0.1044776119402985
11491,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11249,WINNER! Your number has been selected for a fantastic cash prize. http://free-reward.example,spam,92.0,12.0,1,0,0.0945945945945946
10069,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10584,,ham,56.0,11.0,0,0,0.045454545454545456
11483,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10859,Your reward points statement is available. Thanks.,ham,50.0,7.0,0,0,0.024390243902439025
11503,I have attached the document we discussed. Thanks for letting me know.,ham,70.0,12.0,0,0,0.03508771929824561
10099,Limited offer! Get 70% OFF today. Click here before the offer expires. Call 9876543210,spam,86.0,14.0,0,1,0.12280701754385964
11753,Congratulations winner! Claim your cash bonus before it expires. Visit http://claim-now.example Offer expires today,spam,115.0,14.0,1,0,0.042105263157894736
11987,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10788,Let me know when you arrive. Let me know.,ham,41.0,9.0,0,0,0.06451612903225806
11541,WINNER! Your number has been selected for a fantastic cash prize. Visit http://claim-now.example,spam,96.0,13.0,1,0,0.1038961038961039
11094,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10727,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11010,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11628,Limited offer! Get 70% OFF today. Click here before the offer expires. Reply YES to claim Call 1800123456,spam,105.0,18.0,0,1,0.1527777777777778
10307,Please remember to buy milk on your way home. Take care.,ham,56.0,11.0,0,0,0.045454545454545456
10932,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10765,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10861,Can you send me the notes from yesterday's meeting? Talk to you later.,ham,70.0,13.0,0,0,0.03636363636363636
11177,Are you free this weekend? We could watch a movie. See you tomorrow.,ham,68.0,13.0,0,0,0.05660377358490566
10808,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
11956,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11743,Congratulations winner! Claim your cash bonus before it expires. Act immediately,spam,80.0,11.0,0,0,0.04411764705882353
11381,You have been chosen for a FREE vacation. Claim now. http://free-reward.example,spam,79.0,11.0,1,0,0.0967741935483871
10324,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10393,You have been chosen for a FREE vacation. Claim now. Click now!,spam,63.0,12.0,0,0,0.14285714285714285
10787,The meeting has been moved to tomorrow morning. Thanks for letting me know.,ham,75.0,13.0,0,0,0.03278688524590164
10414,Congratulations on your promotion! See you at the office tomorrow.,ham,66.0,10.0,0,0,0.041666666666666664
10237,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10420,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10382,Can you send me the notes from yesterday's meeting? Let me know.,ham,64.0,12.0,0,0,0.04
10988,Let me know when you arrive. See you tomorrow.,ham,46.0,9.0,0,0,0.05555555555555555
11613,You have WON a guaranteed prize. Call now to receive your money. Act immediately,spam,80.0,14.0,0,0,0.09230769230769231
11694,Your account statement is ready. Please check the attached document.,ham,68.0,10.0,0,0,0.03636363636363636
10744,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10931,I have attached the document we discussed.,ham,42.0,,0,0,0.02857142857142857
11053,The meeting has been moved to tomorrow morning. Thanks for letting me know.,ham,75.0,13.0,0,0,0.03278688524590164
11334,"Hey, are we still meeting for lunch today? Thanks!",ham,50.0,9.0,0,0,0.05128205128205128
10256,Can you send me the notes from yesterday's meeting? Let me know.,ham,64.0,12.0,0,0,0.04
11742,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10692,I will reach home around 7 tonight. Let me know.,ham,48.0,10.0,0,1,0.05555555555555555
11307,Can you send me the notes from yesterday's meeting? See you soon.,ham,65.0,12.0,0,0,0.0392156862745098
10619,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
11208,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11587,Can you send me the notes from yesterday's meeting? Thanks for letting me know.,ham,79.0,14.0,0,0,0.031746031746031744
10757,URGENT: Your reward is waiting. Confirm your details immediately. Reply YES to claim,spam,84.0,13.0,0,0,0.17391304347826086
10613,Congratulations! You have won a free prize. Claim your reward now!,spam,66.0,11.0,0,0,0.05660377358490566
11667,Limited offer! Get 70% OFF today. Click here before the offer expires. Offer expires today,spam,90.0,15.0,0,1,0.1
11737,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10480,Don't forget about the appointment tomorrow. See you soon.,ham,58.0,9.0,0,0,0.0425531914893617
11309,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10538,Thanks for helping me with the project yesterday. Have a good day.,ham,66.0,12.0,0,0,0.03773584905660377
10976,Thanks for helping me with the project yesterday. Thanks for letting me know.,ham,77.0,13.0,0,0,0.031746031746031744
10755,You have been chosen for a FREE vacation. Claim now. Act immediately Call 9876543210,spam,84.0,14.0,0,1,0.13559322033898305
10903,Don't forget about the appointment tomorrow. Talk to you later.,ham,63.0,10.0,0,0,0.0392156862745098
10832,I will reach home around 7 tonight. Let me know.,ham,48.0,10.0,0,1,0.05555555555555555
10904,Limited offer! Get 70% OFF today. Click here before the offer expires. Click now!,spam,81.0,14.0,0,1,0.11475409836065574
11272,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10607,URGENT! You have been selected for a cash reward. Click the link to claim.,spam,74.0,14.0,0,0,0.13793103448275862
10693,I will reach home around 7 tonight. Thanks!,ham,43.0,8.0,0,1,0.06060606060606061
11885,Are you free this weekend? We could watch a movie. Thanks for letting me know.,ham,78.0,15.0,0,0,0.04918032786885246
11532,URGENT! You have been selected for a cash reward. Click the link to claim. Act immediately,spam,90.0,,0,0,0.125
10115,URGENT: Your reward is waiting. Confirm your details immediately. http://free-reward.example,spam,92.0,10.0,1,0,0.10666666666666667
10591,Limited offer! Get 70% OFF today. Click here before the offer expires. Visit http://claim-now.example,spam,101.0,14.0,1,1,0.09090909090909091
11841,Are you free this weekend? We could watch a movie. Talk to you later.,ham,69.0,14.0,0,0,0.05660377358490566
10938,URGENT! You have been selected for a cash reward. Click the link to claim. Act immediately,spam,90.0,16.0,0,0,0.125
11654,Are you free this weekend? We could watch a movie. Thanks!,ham,58.0,11.0,0,0,0.06666666666666667
10581,Are you free this weekend? We could watch a movie. See you soon.,ham,64.0,13.0,0,0,0.061224489795918366
10251,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11033,Please remember to buy milk on your way home. See you tomorrow.,ham,63.0,12.0,0,0,0.04
11235,URGENT! You have been selected for a cash reward. Click the link to claim.,spam,74.0,,0,0,0.13793103448275862
11310,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10352,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10548,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10120,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11510,Don't forget about the appointment tomorrow. Let me know.,ham,57.0,9.0,0,0,0.043478260869565216
10289,URGENT! You have been selected for a cash reward. Click the link to claim. http://free-reward.example,spam,101.0,,1,0,0.10126582278481013
11222,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11563,,ham,68.0,12.0,0,0,0.03636363636363636
10212,,ham,67.0,14.0,0,0,0.058823529411764705
10135,Can you send me the notes from yesterday's meeting? See you soon.,ham,65.0,12.0,0,0,0.0392156862745098
11330,Please remember to buy milk on your way home. Thanks!,ham,53.0,10.0,0,0,0.047619047619047616
11626,You have been chosen for a FREE vacation. Claim now. Visit http://claim-now.example,spam,83.0,12.0,1,0,0.1076923076923077
11555,URGENT: Your reward is waiting. Confirm your details immediately.,spam,65.0,9.0,0,0,0.14814814814814814
10351,Please remember to buy milk on your way home. Talk to you later.,ham,64.0,13.0,0,0,0.04
11179,Don't forget about the appointment tomorrow. Let me know.,ham,57.0,9.0,0,0,0.043478260869565216
10736,Thanks for helping me with the project yesterday. See you tomorrow.,ham,67.0,11.0,0,0,0.03636363636363636
10730,Please remember to buy milk on your way home. Take care.,ham,56.0,11.0,0,0,0.045454545454545456
10674,Please remember to buy milk on your way home. See you tomorrow.,ham,63.0,12.0,0,0,0.04
10109,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11774,The meeting has been moved to tomorrow morning. Talk to you later.,ham,66.0,12.0,0,0,0.03773584905660377
11939,WINNER! Your number has been selected for a fantastic cash prize. http://free-reward.example Reply YES to claim,spam,111.0,16.0,1,0,0.12359550561797752
10275,Please remember to buy milk on your way home. Talk to you later.,ham,64.0,13.0,0,0,0.04
11379,"Hey, are we still meeting for lunch today? Talk to you later.",ham,61.0,12.0,0,0,0.0425531914893617
11467,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
11175,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11289,URGENT! You have been selected for a cash reward. Click the link to claim. http://free-reward.example,spam,101.0,15.0,1,0,0.10126582278481013
11502,You are eligible for a special reward. Visit the link immediately. Click now! Offer expires today,spam,97.0,16.0,0,0,0.05063291139240506
10982,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10342,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10785,Thanks for helping me with the project yesterday.,ham,49.0,,0,0,0.024390243902439025
10507,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10354,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10745,"Hey, are we still meeting for lunch today? See you tomorrow.",ham,60.0,11.0,0,0,0.0425531914893617
11114,Congratulations! You have won a free prize. Claim your reward now! Visit http://claim-now.example,spam,97.0,13.0,1,0,0.05194805194805195
11374,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10483,The meeting has been moved to tomorrow morning. See you soon.,ham,61.0,11.0,0,0,0.04081632653061224
10254,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11821,The meeting has been moved to tomorrow morning. Thanks!,ham,55.0,,0,0,0.044444444444444446
10433,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10544,Congratulations! You have won a free prize. Claim your reward now! Offer expires today,spam,86.0,14.0,0,0,0.05714285714285714
10306,You have WON a guaranteed prize. Call now to receive your money. Visit http://claim-now.example,spam,95.0,14.0,1,0,0.08
10427,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10987,You have WON a guaranteed prize. Call now to receive your money. Click now! Act immediately,spam,91.0,16.0,0,0,0.0958904109589041
10275,Please remember to buy milk on your way home. Talk to you later.,ham,64.0,13.0,0,0,0.04
11803,I have attached the document we discussed. Thanks!,ham,50.0,8.0,0,0,0.04878048780487805
10567,URGENT! You have been selected for a cash reward. Click the link to claim. http://free-reward.example Offer expires today,spam,121.0,18.0,1,0,0.09375
11118,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11839,Let me know when you arrive. Let me know.,ham,41.0,9.0,0,0,0.06451612903225806
11420,,spam,85.0,15.0,0,0,0.08695652173913043
10416,Don't forget about the appointment tomorrow. Let me know.,ham,57.0,9.0,0,0,0.043478260869565216
10239,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10432,Are you free this weekend? We could watch a movie. Talk to you later.,ham,69.0,14.0,0,0,0.05660377358490566
10049,,spam,70.0,12.0,0,1,0.11320754716981132
11370,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10806,Can you send me the notes from yesterday's meeting? See you tomorrow.,ham,69.0,,0,0,0.03636363636363636
10270,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11477,,ham,67.0,11.0,0,0,0.03636363636363636
11612,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11444,Please remember to buy milk on your way home. Thanks for letting me know.,ham,73.0,14.0,0,0,0.034482758620689655
10802,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11481,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10173,I have attached the document we discussed.,ham,,7.0,0,0,0.02857142857142857
10576,Please remember to buy milk on your way home. Thanks!,ham,53.0,10.0,0,0,0.047619047619047616
10812,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10321,You have been chosen for a FREE vacation. Claim now. Reply YES to claim,spam,71.0,14.0,0,0,0.17857142857142858
10247,WINNER! Your number has been selected for a fantastic cash prize.,spam,65.0,11.0,0,0,0.1320754716981132
10462,"Hey, are we still meeting for lunch today? Have a good day.",ham,59.0,12.0,0,0,0.044444444444444446
11937,Congratulations winner! Claim your cash bonus before it expires. Offer expires today,spam,84.0,12.0,0,0,0.04225352112676056
10617,Congratulations winner! Claim your cash bonus before it expires. Reply YES to claim,spam,83.0,13.0,0,0,0.08695652173913043
10023,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11856,Don't forget about the appointment tomorrow. Thanks!,ham,52.0,7.0,0,0,0.046511627906976744
10063,Don't forget about the appointment tomorrow. Thanks!,ham,52.0,7.0,0,0,0.046511627906976744
11009,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10188,Can you send me the notes from yesterday's meeting? Thanks!,ham,,10.0,0,0,0.0425531914893617
10834,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11340,I have attached the document we discussed. Take care.,ham,53.0,9.0,0,0,0.046511627906976744
11889,Please remember to buy milk on your way home. See you tomorrow.,ham,63.0,12.0,0,0,0.04
10367,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
10281,WINNER! Your number has been selected for a fantastic cash prize. http://free-reward.example,spam,92.0,12.0,1,0,0.0945945945945946
11808,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10519,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10196,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10582,Congratulations winner! Claim your cash bonus before it expires. Act immediately Act immediately,spam,96.0,13.0,0,0,0.04878048780487805
11945,Thanks for helping me with the project yesterday. See you tomorrow.,ham,67.0,11.0,0,0,0.03636363636363636
11029,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
11433,I have attached the document we discussed. Talk to you later.,ham,61.0,11.0,0,0,0.04081632653061224
11317,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10100,Exclusive offer! Get a FREE gift today. Limited time only.,spam,58.0,10.0,0,0,0.15217391304347827
11674,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11084,You have WON a guaranteed prize. Call now to receive your money. Call 1800123456,spam,80.0,14.0,0,1,0.10909090909090909
11963,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
10220,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11343,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11837,I will reach home around 7 tonight. Thanks for letting me know.,ham,63.0,12.0,0,1,0.04081632653061224
10478,Congratulations winner! Claim your cash bonus before it expires. http://free-reward.example,spam,91.0,10.0,1,0,0.02666666666666667
11063,The meeting has been moved to tomorrow morning. Talk to you later.,ham,66.0,12.0,0,0,0.03773584905660377
11258,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11583,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10618,URGENT: Your reward is waiting. Confirm your details immediately. Act immediately Reply YES to claim,spam,100.0,15.0,0,0,0.1566265060240964
10670,URGENT: Your reward is waiting. Confirm your details immediately. Call 1800123456,spam,,11.0,0,1,0.15517241379310345
10845,Are you free this weekend? We could watch a movie. Thanks!,ham,58.0,11.0,0,0,0.06666666666666667
10654,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
10694,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10651,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
11861,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11299,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11647,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10909,Congratulations winner! Claim your cash bonus before it expires. http://free-reward.example,spam,91.0,10.0,1,0,0.02666666666666667
10368,URGENT! You have been selected for a cash reward. Click the link to claim. Offer expires today Call 9876543210,spam,110.0,19.0,0,1,0.12658227848101267
11490,WINNER! Your number has been selected for a fantastic cash prize. Call 9876543210,spam,81.0,13.0,0,1,0.14035087719298245
11281,"Hey, are we still meeting for lunch today? Let me know.",ham,55.0,11.0,0,0,0.047619047619047616
10078,I will reach home around 7 tonight. See you soon.,ham,49.0,10.0,0,1,0.05405405405405406
11004,"Hey, are we still meeting for lunch today? See you tomorrow.",ham,60.0,11.0,0,0,0.0425531914893617
10032,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11546,URGENT! You have been selected for a cash reward. Click the link to claim. Visit http://claim-now.example,spam,105.0,16.0,1,0,0.10975609756097561
11007,You are eligible for a special reward. Visit the link immediately. Call 1800123456 Call 1800123456,spam,98.0,15.0,0,1,0.06451612903225806
11013,Let me know when you arrive. Let me know.,ham,41.0,9.0,0,0,0.06451612903225806
10583,Thanks for helping me with the project yesterday. Talk to you later.,ham,68.0,12.0,0,0,0.03636363636363636
10163,URGENT: Your reward is waiting. Confirm your details immediately. Call 9876543210 Call 1800123456,spam,97.0,13.0,0,1,0.16129032258064516
10203,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11524,The meeting has been moved to tomorrow morning. Thanks!,ham,55.0,9.0,0,0,0.044444444444444446
10438,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11344,Are you free this weekend? We could watch a movie. Thanks!,ham,58.0,11.0,0,0,0.06666666666666667
10921,"Hey, are we still meeting for lunch today? Thanks for letting me know.",ham,70.0,13.0,0,0,0.03636363636363636
11233,,ham,58.0,12.0,0,0,0.044444444444444446
11990,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
11193,"Hey, are we still meeting for lunch today? Thanks for letting me know.",ham,70.0,13.0,0,0,0.03636363636363636
11405,I have attached the document we discussed. Have a good day.,ham,,11.0,0,0,0.0425531914893617
11089,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11948,"Hey, are we still meeting for lunch today? Thanks!",ham,50.0,9.0,0,0,0.05128205128205128
10218,You have WON a guaranteed prize. Call now to receive your money. Call 1800123456,spam,80.0,14.0,0,1,0.10909090909090909
